Transaction_ID,Customer_ID,Date,Category,Price,Quantity,Discount,Region,Payment_Method
TXN-4329,,2023-11-26,HOME ,187.29,2,,west ,
TXN-4330,,2023-06-26,HOME ,200.85,-1,0.1,West,
TXN-4331,610,2023-05-01,Sports,228.61,5,0.0,west ,
TXN-4332,868,2023-08-06,clothing,296.48,3,0.0,South,
TXN-4333,,2023-08-14,electronics,117.19,-1,0.2,East,
TXN-4334,,2023-02-20,clothing,276.79,10,,East,Credit Card
TXN-4335,269,2023-04-22,Clothing,331.09,5,0.2,West,Credit Card
TXN-4336,,2023-07-20,Sports,96.2,3,0.1,South,Credit Card
TXN-4337,403,2023-02-06,Sports,213.89,-1,0.2,South,Credit Card
TXN-4338,483,2023-06-01,electronics,121.11,4,,west ,
TXN-4339,,2023-05-15,Sports,23.33,2,,East,
TXN-4340,,2023-10-31,electronics,452.17,-1,0.1,West,PayPal
TXN-4341,103,2023-05-23,electronics,117.75,5,0.1,West,PayPal
TXN-4342,806,2023-06-26,electronics,488.01,5,0.1,west ,Credit Card
TXN-4343,777,2023-09-05, Electronics ,197.82,4,0.1,East,Credit Card
TXN-4344,,2023-01-26,Sports,373.99,5,0.1,west ,Credit Card
TXN-4345,,2023-03-29,clothing,261.65,2,,North,PayPal
TXN-4346,120,2023-10-02, Electronics ,228.71,4,,North,
TXN-4347,,2023-09-27,electronics,367.26,10,0.2,west ,
TXN-4348,,2023-11-16,electronics,37.87,1,0.1,North,
TXN-4349,227,2023-05-23,electronics,428.3,10,0.2,West,Cash
TXN-4350,629,2023-10-11,electronics,271.92,-1,0.0,West,Credit Card
TXN-4351,604,2023-11-20,Clothing,428.54,10,0.2,West,PayPal
TXN-4352,,2023-04-13, Electronics ,92.4,3,0.2,East,
TXN-4353,937,2023-08-01, Electronics ,215.09,2,,South,
TXN-4354,674,2023-02-15,electronics,421.2,1,0.0,West,PayPal
TXN-4355,814,2023-02-28,clothing,325.07,-1,,North,
TXN-4356,,2023-04-07,Clothing,350.85,-1,,South,PayPal
TXN-4357,531,2023-05-04, Electronics ,240.4,10,0.2,East,Credit Card
TXN-4358,872,2023-06-08,Clothing,305.01,-1,0.1,West,PayPal
TXN-4359,,2023-06-01,HOME ,262.79,2,0.1,East,
TXN-4360,940,2023-12-15,electronics,459.36,4,0.0,South,
TXN-4361,,2023-04-22,electronics,319.74,1,0.2,East,Credit Card
TXN-4362,,2023-02-05,electronics,353.28,1,0.2,west ,Credit Card
TXN-4363,,2023-09-10,Sports,450.03,-1,0.1,South,
TXN-4364,930,2023-03-04,Clothing,275.58,1,0.2,East,Cash
TXN-4365,200,2023-10-12,HOME ,165.99,-1,0.2,West,PayPal
TXN-4366,894,2023-11-05,clothing,14.25,10,,west ,
TXN-4367,,2023-11-15, Electronics ,328.8,3,0.2,East,
TXN-4368,,2023-01-17,electronics,492.78,4,0.1,North,
TXN-4369,595,2023-06-18,Clothing,473.4,-1,,West,Credit Card
TXN-4370,168,2023-04-21,electronics,240.53,3,,North,
TXN-4371,809,2023-03-03,Sports,331.86,5,0.2,North,PayPal
TXN-4372,412,2023-11-30,clothing,326.71,5,0.2,North,PayPal
TXN-4373,930,2023-07-30,Clothing,457.06,1,0.1,West,Cash
TXN-4374,415,2023-02-18,electronics,58.94,10,0.2,East,Cash
TXN-4375,,2023-10-11,HOME ,86.1,5,0.0,South,Cash
TXN-4376,,2023-01-04,Clothing,304.45,3,,East,Credit Card
TXN-4377,,2023-12-03, Electronics ,490.14,3,0.2,North,Cash
TXN-4378,,2023-09-11,HOME ,104.28,4,0.0,South,
TXN-4379,,2023-06-09,Clothing,75.78,10,0.2,North,Credit Card
TXN-4380,620,2023-07-17, Electronics ,337.02,10,0.0,North,PayPal
TXN-4381,,2023-06-13,electronics,140.91,5,0.1,North,PayPal
TXN-4382,,2023-07-15,Clothing,196.99,4,,west ,PayPal
TXN-4383,893,2023-10-19,HOME ,124.53,4,,North,Cash
TXN-4384,195,2023-11-17,electronics,393.39,1,0.0,west ,PayPal
TXN-4385,,2023-03-06,HOME ,330.32,10,0.1,East,Credit Card
TXN-4386,,2023-12-11,clothing,261.07,1,0.2,West,PayPal
TXN-4387,,2023-12-12,electronics,274.01,1,0.1,East,PayPal
TXN-4388,,2023-02-22,Clothing,268.14,3,0.2,North,
TXN-4389,,2023-05-28,clothing,149.3,5,0.1,West,PayPal
TXN-4390,,2023-06-25, Electronics ,230.39,1,0.2,North,Cash
TXN-4391,,2023-11-08,HOME ,440.78,3,0.0,South,
TXN-4392,,2023-05-26,HOME ,112.67,4,0.0,West,
TXN-4393,436,2023-05-13,Sports,71.05,4,0.1,North,Credit Card
TXN-4394,,2023-05-21,clothing,279.73,3,0.1,East,Cash
TXN-4395,,2023-12-08,Sports,263.01,3,,West,Cash
TXN-4396,567,2023-07-29,Clothing,62.18,5,0.0,West,Credit Card
TXN-4397,,2023-11-15,Sports,455.01,-1,0.0,South,Cash
TXN-4398,,2023-02-22,HOME ,202.17,10,0.2,West,
TXN-4399,,2023-01-01,Clothing,175.97,4,,North,Credit Card
TXN-4400,,2023-12-06,HOME ,137.77,5,0.1,South,Cash
TXN-4400,,2023-12-06,HOME ,137.77,5,0.1,South,Cash
TXN-4401,810,2023-07-08,electronics,444.92,3,0.2,North,Cash
TXN-4402,431,2023-11-27,HOME ,392.95,3,0.1,West,Cash
TXN-4403,418,2023-03-11,Clothing,377.2,2,0.1,west ,
TXN-4404,,2023-12-26,electronics,298.04,2,,North,Cash
TXN-4405,134,2023-06-19, Electronics ,490.37,5,0.1,west ,Cash
TXN-4406,,2023-08-08,Clothing,94.49,3,0.2,west ,Credit Card
TXN-4407,,2023-05-08,electronics,326.94,4,0.1,West,Credit Card
TXN-4408,,2023-04-11,HOME ,260.95,1,0.0,North,Credit Card
TXN-4409,888,2023-03-14,Sports,279.14,3,0.2,North,PayPal
TXN-4410,,2023-11-26,electronics,431.23,1,,West,Cash
TXN-4411,,2023-09-01, Electronics ,446.85,3,0.2,West,PayPal
TXN-4412,152,2023-08-05,clothing,134.33,5,0.2,South,Cash
TXN-4413,,2023-05-06,clothing,61.43,-1,0.1,South,PayPal
TXN-4414,,2023-12-14,Sports,53.5,5,0.0,West,PayPal
TXN-4415,958,2023-08-17,HOME ,147.17,2,,West,
TXN-4416,,2023-03-11,Sports,130.05,3,,west ,Cash
TXN-4417,813,2023-09-18,electronics,451.85,4,,West,Cash
TXN-4418,,2023-07-11,electronics,143.58,2,0.1,East,Cash
TXN-4419,,2023-04-08,Sports,377.45,10,0.2,North,PayPal
TXN-4420,,2023-08-27,Sports,283.21,2,0.0,East,PayPal
TXN-4421,,2023-08-04,Sports,183.8,2,,East,PayPal
TXN-4422,405,2023-02-08,HOME ,379.65,10,0.1,South,Credit Card
TXN-4423,736,2023-01-17,Clothing,361.64,4,0.2,North,
TXN-4424,,2023-07-02,Clothing,258.06,1,0.2,East,Cash
TXN-4425,,2023-12-02,Clothing,217.11,1,0.2,South,PayPal
TXN-4426,985,2023-07-30,Sports,492.09,5,0.0,North,Cash
TXN-4427,577,2023-10-20,Clothing,48.55,-1,0.1,East,Cash
TXN-4428,,2023-02-09, Electronics ,304.0,10,,East,Credit Card
TXN-4429,188,2023-12-16,HOME ,256.17,5,,East,
TXN-4430,536,2023-06-09,Clothing,160.14,3,,North,
TXN-4431,,2023-12-09, Electronics ,147.53,3,,West,
TXN-4432,660,2023-12-29,electronics,17.75,2,0.1,East,
TXN-4433,,2023-01-09,electronics,324.53,-1,0.2,South,PayPal
TXN-4434,808,2023-01-02,Clothing,98.44,5,0.1,West,
TXN-4435,392,2023-06-11,HOME ,420.71,5,0.1,west ,
TXN-4436,278,2023-02-04,HOME ,36.85,-1,0.1,North,
TXN-4437,485,2023-06-07,Sports,160.69,10,0.1,South,Credit Card
TXN-4438,,2023-09-14,HOME ,92.15,3,0.2,East,PayPal
TXN-4439,102,2023-06-17,electronics,138.6,-1,0.0,South,PayPal
TXN-4440,,2023-11-27,clothing,420.77,-1,,West,Cash
TXN-4441,,2023-09-03,HOME ,56.8,-1,0.1,East,Credit Card
TXN-4442,617,2023-01-05,clothing,184.12,2,0.1,East,
TXN-4443,,2023-10-01, Electronics ,181.14,4,0.2,South,Credit Card
TXN-4444,,2023-06-25,electronics,405.3,-1,0.2,North,PayPal
TXN-4445,,2023-06-19,HOME ,405.75,10,0.0,West,
TXN-4446,453,2023-04-21,electronics,110.71,10,0.0,west ,PayPal
TXN-4447,418,2023-10-08,Clothing,385.06,5,0.0,South,Credit Card
TXN-4448,,2023-07-17,clothing,136.97,5,0.1,East,PayPal
TXN-4449,,2023-10-22,Sports,374.84,1,0.0,west ,Credit Card
TXN-4450,277,2023-09-21,HOME ,85.82,1,0.2,North,Credit Card
TXN-4451,,2023-02-15,clothing,132.23,2,0.2,East,PayPal
TXN-4452,969,2023-02-02,HOME ,119.49,1,0.0,East,Cash
TXN-4453,,2023-08-14,electronics,53.1,5,0.0,North,
TXN-4454,,2023-12-06,HOME ,166.69,3,,South,Cash
TXN-4455,,2023-03-03,electronics,373.57,1,0.0,South,
TXN-4456,,2023-06-24,clothing,36.99,2,0.0,west ,Credit Card
TXN-4457,,2023-02-23,Clothing,376.62,5,,west ,Credit Card
TXN-4458,117,2023-12-26,Clothing,267.95,1,0.1,East,PayPal
TXN-4459,919,2023-07-27,electronics,79.28,10,0.1,South,Credit Card
TXN-4460,,2023-07-02,Clothing,207.03,5,,west ,
TXN-4461,249,2023-09-28,clothing,319.4,3,0.0,North,Credit Card
TXN-4462,453,2023-03-13,Clothing,401.83,5,0.2,West,PayPal
TXN-4463,878,2023-10-10,Clothing,233.37,5,0.1,South,PayPal
TXN-4464,131,2023-11-27,Clothing,237.02,10,0.2,west ,Cash
TXN-4465,,2023-03-07,HOME ,404.48,4,,North,PayPal
TXN-4466,,2023-02-15,HOME ,173.99,5,0.0,East,Credit Card
TXN-4467,823,2023-11-20,electronics,205.72,10,,North,Cash
TXN-4468,665,2023-03-30,clothing,138.45,3,0.2,East,
TXN-4469,,2023-07-24,Clothing,490.07,2,0.0,west ,Credit Card
TXN-4470,363,2023-11-21,electronics,486.31,4,0.2,West,
TXN-4471,,2023-04-15, Electronics ,55.95,3,0.2,East,
TXN-4472,924,2023-04-23,electronics,283.84,4,,West,Cash
TXN-4473,535,2023-02-07,clothing,200.78,-1,,South,PayPal
TXN-4474,963,2023-02-15, Electronics ,401.69,10,0.1,west ,
TXN-4475,,2023-09-04,electronics,145.78,10,,North,Credit Card
TXN-4476,319,2023-04-17,HOME ,69.41,5,0.2,west ,Cash
TXN-4477,847,2023-10-14,clothing,475.86,4,0.2,East,Credit Card
TXN-4478,703,2023-05-13,Sports,406.35,5,0.0,East,PayPal
TXN-4479,,2023-03-07,electronics,127.29,2,0.0,West,
TXN-4480,320,2023-10-16,HOME ,367.07,1,,West,Credit Card
TXN-4481,,2023-09-19,electronics,207.97,5,,East,
TXN-4482,805,2023-10-31,clothing,190.1,5,0.1,South,PayPal
TXN-4483,834,2023-02-26,electronics,116.98,1,0.2,South,Credit Card
TXN-4484,,2023-08-07,electronics,366.47,5,,West,
TXN-4485,,2023-09-15, Electronics ,309.3,3,0.2,East,PayPal
TXN-4486,,2023-05-24,electronics,169.47,4,,East,PayPal
TXN-4487,181,2023-07-02,Clothing,108.33,3,0.2,East,Cash
TXN-4488,714,2023-09-15,Clothing,315.1,2,,East,Credit Card
TXN-4489,802,2023-12-28,Clothing,152.65,4,,South,
TXN-4490,,2023-03-03,Clothing,329.44,10,,West,Cash
TXN-4491,442,2023-05-18,electronics,209.07,10,0.2,North,Cash
TXN-4492,,2023-06-09, Electronics ,309.57,3,,South,Credit Card
TXN-4493,928,2023-10-17,clothing,181.97,4,0.1,North,Credit Card
TXN-4494,505,2023-01-20, Electronics ,381.71,2,,South,PayPal
TXN-4495,387,2023-03-06,electronics,147.57,4,0.1,East,PayPal
TXN-4496,,2023-07-30,electronics,33.92,5,0.2,West,Credit Card
TXN-4497,184,2023-05-21, Electronics ,398.88,1,0.2,west ,Credit Card
TXN-4498,,2023-04-23,Sports,376.4,2,,West,
TXN-4499,,2023-06-17,HOME ,143.56,-1,0.2,South,PayPal
TXN-4500,502,2023-11-11,Sports,247.43,2,,South,
TXN-4501,239,2023-11-19,HOME ,377.2,3,0.2,west ,Credit Card
TXN-4502,209,2023-12-30,electronics,412.3,2,,West,PayPal
TXN-4503,,2023-01-22,clothing,490.75,2,0.2,South,PayPal
TXN-4504,981,2023-12-11,Sports,232.45,10,0.2,west ,PayPal
TXN-4505,191,2023-07-17,clothing,214.22,1,0.2,West,
TXN-4506,,2023-05-28,Clothing,203.76,3,0.0,West,Cash
TXN-4507,184,2023-11-07,electronics,41.69,3,0.2,East,Credit Card
TXN-4508,,2023-06-03, Electronics ,398.8,4,0.1,East,PayPal
TXN-4509,788,2023-08-08,HOME ,313.76,1,0.1,west ,Cash
TXN-4510,,2023-05-20,Sports,228.02,2,,East,Credit Card
TXN-4511,592,2023-07-05,HOME ,158.47,4,0.2,South,Cash
TXN-4512,,2023-10-02,Sports,332.05,-1,0.2,West,PayPal
TXN-4513,244,2023-10-26,HOME ,386.16,10,0.0,West,
TXN-4514,810,2023-06-02, Electronics ,179.43,2,,West,Credit Card
TXN-4515,152,2023-02-26, Electronics ,475.38,5,0.2,West,
TXN-4516,979,2023-05-28,electronics,480.86,1,0.0,East,
TXN-4517,236,2023-06-30,HOME ,239.47,4,0.2,West,Cash
TXN-4518,206,2023-06-25,HOME ,327.6,5,,East,Credit Card
TXN-4519,,2023-11-29,HOME ,239.12,4,0.2,South,PayPal
TXN-4520,981,2023-10-02,HOME ,483.7,2,0.0,west ,Cash
TXN-4521,,2023-09-07,HOME ,464.7,-1,,West,Credit Card
TXN-4522,,2023-11-18,Clothing,67.6,1,,South,PayPal
TXN-4523,,2023-08-16, Electronics ,157.29,3,0.0,East,
TXN-4524,,2023-11-21,Clothing,57.05,5,,west ,
TXN-4525,837,2023-05-29, Electronics ,282.43,5,0.2,west ,Cash
TXN-4526,142,2023-09-13,HOME ,192.7,10,,North,Credit Card
TXN-4527,572,2023-04-08,electronics,414.08,-1,0.0,North,
TXN-4528,456,2023-12-04, Electronics ,381.41,3,0.0,West,
TXN-4529,,2023-10-22, Electronics ,249.55,3,0.1,west ,Cash
TXN-4530,421,2023-07-23,Clothing,86.49,5,0.2,west ,PayPal
TXN-4531,,2023-08-16,Sports,341.66,2,0.1,West,
TXN-4532,,2023-12-11,HOME ,354.58,4,,North,
TXN-4533,,2023-03-07,clothing,271.65,1,0.2,North,PayPal
TXN-4534,,2023-02-24,clothing,309.92,-1,0.2,South,Credit Card
TXN-4535,,2023-06-08,clothing,251.32,2,0.1,West,
TXN-4536,971,2023-06-10,Sports,359.01,5,,West,Credit Card
TXN-4537,,2023-09-24, Electronics ,106.05,10,0.0,North,
TXN-4538,789,2023-07-06,Clothing,224.11,2,0.1,West,Credit Card
TXN-4539,625,2023-06-25,clothing,474.81,5,,South,
TXN-4540,,2023-12-29, Electronics ,79.33,4,,West,Credit Card
TXN-4541,190,2023-12-11,clothing,478.89,10,0.1,North,Cash
TXN-4542,741,2023-06-15,clothing,404.5,-1,0.0,west ,
TXN-4543,908,2023-06-20,electronics,433.92,3,0.2,West,Cash
TXN-4544,,2023-07-13,HOME ,353.03,1,0.2,East,Cash
TXN-4545,393,2023-02-26,electronics,57.8,10,0.2,North,PayPal
TXN-4546,,2023-04-07,electronics,483.52,5,0.2,South,Credit Card
TXN-4547,311,2023-12-20,electronics,116.03,10,,west ,Cash
TXN-4548,899,2023-10-02,HOME ,432.36,-1,0.2,West,PayPal
TXN-4549,269,2023-02-08,HOME ,334.32,1,0.1,South,Cash
TXN-4550,373,2023-02-19, Electronics ,100.45,1,0.1,West,Credit Card
TXN-4551,300,2023-09-18,Sports,440.44,3,0.2,West,
TXN-4552,147,2023-08-04,Clothing,335.86,3,0.0,west ,PayPal
TXN-4553,,2023-07-13,clothing,372.83,2,0.0,West,
TXN-4554,,2023-12-19, Electronics ,321.89,1,0.0,West,PayPal
TXN-4555,,2023-10-07,electronics,424.32,3,0.0,East,Credit Card
TXN-4556,,2023-10-22,clothing,31.91,10,0.1,West,Cash
TXN-4557,,2023-07-25,HOME ,311.23,3,0.2,North,Credit Card
TXN-4558,510,2023-06-15,Clothing,454.04,10,0.1,west ,Credit Card
TXN-4559,,2023-10-19, Electronics ,482.98,5,,North,PayPal
TXN-4560,405,2023-06-22,Clothing,499.04,5,,North,Credit Card
TXN-4561,665,2023-07-11,electronics,291.2,1,,west ,PayPal
TXN-4562,,2023-08-26, Electronics ,236.56,1,0.0,East,PayPal
TXN-4563,168,2023-11-23,Sports,367.03,10,0.2,South,
TXN-4564,914,2023-03-13,clothing,65.41,4,0.0,west ,
TXN-4565,,2023-09-21, Electronics ,79.37,10,0.1,South,Cash
TXN-4566,658,2023-09-15,HOME ,104.14,10,0.0,North,
TXN-4567,,2023-05-03,HOME ,427.13,3,0.2,East,Cash
TXN-4568,486,2023-12-20,Clothing,179.13,-1,0.1,North,Cash
TXN-4569,148,2023-03-19,electronics,129.83,-1,0.2,East,
TXN-4570,679,2023-04-23,HOME ,405.93,10,,North,
TXN-4570,679,2023-04-23,HOME ,405.93,10,,North,
TXN-4571,604,2023-09-06,Clothing,23.14,-1,0.2,West,
TXN-4572,,2023-02-07,clothing,134.29,5,,North,Cash
TXN-4573,,2023-05-10,electronics,406.48,10,0.2,South,PayPal
TXN-4574,,2023-10-14,HOME ,66.5,4,,West,
TXN-4575,,2023-02-01, Electronics ,200.01,1,0.2,East,
TXN-4576,792,2023-02-10,Clothing,383.65,10,0.1,North,PayPal
TXN-4577,331,2023-05-16,electronics,397.71,5,,East,
TXN-4578,,2023-03-01, Electronics ,158.08,2,0.0,west ,Cash
TXN-4579,,2023-04-22, Electronics ,275.29,2,,North,Cash
TXN-4580,,2023-03-25,Sports,35.22,4,0.2,west ,Cash
TXN-4581,,2023-07-31, Electronics ,61.54,-1,,west ,
TXN-4582,,2023-08-19,HOME ,152.07,5,0.2,West,Cash
TXN-4583,572,2023-09-20,electronics,397.22,1,0.1,West,PayPal
TXN-4584,,2023-05-18,Clothing,22.12,1,0.0,west ,Cash
TXN-4585,,2023-09-28,HOME ,373.41,-1,,West,PayPal
TXN-4586,,2023-02-04,clothing,264.51,3,,North,
TXN-4587,,2023-08-13,electronics,193.55,-1,0.1,west ,
TXN-4588,,2023-04-25,Sports,239.53,1,,North,Credit Card
TXN-4589,,2023-05-03,HOME ,70.37,4,,South,PayPal
TXN-4590,776,2023-07-28,electronics,483.75,5,0.1,East,PayPal
TXN-4591,267,2023-04-09,Clothing,471.4,1,0.0,South,PayPal
TXN-4592,731,2023-05-10,HOME ,195.75,10,,North,
TXN-4593,,2023-12-29,clothing,343.22,-1,,west ,Cash
TXN-4594,770,2023-04-08,HOME ,224.45,3,0.2,South,Cash
TXN-4595,192,2023-09-16,HOME ,128.8,5,0.0,North,
TXN-4596,,2023-05-10,electronics,444.03,4,0.2,East,
TXN-4597,,2023-05-06, Electronics ,67.06,4,0.0,East,PayPal
TXN-4598,,2023-06-09,clothing,269.41,-1,0.2,South,
TXN-4599,,2023-03-09,HOME ,173.18,-1,,west ,
TXN-4600,,2023-10-06,Sports,23.43,1,0.0,South,PayPal
TXN-4601,272,2023-05-08, Electronics ,459.36,-1,0.0,west ,Cash
TXN-4602,,2023-08-01,clothing,476.2,10,0.1,west ,
TXN-4603,,2023-03-23,electronics,253.56,10,0.0,East,PayPal
TXN-4604,,2023-10-18,HOME ,400.63,1,0.0,West,
TXN-4605,,2023-02-28,Sports,14.09,1,0.1,west ,Credit Card
TXN-4606,582,2023-01-10,HOME ,48.5,-1,0.1,west ,
TXN-4607,,2023-12-17, Electronics ,83.53,-1,0.1,South,Credit Card
TXN-4608,,2023-07-04,HOME ,189.62,2,0.0,West,Cash
TXN-4609,,2023-11-14,clothing,332.69,5,0.0,North,Cash
TXN-4610,,2023-03-09,Sports,166.57,5,0.0,North,Cash
TXN-4611,,2023-12-15,Clothing,289.86,2,0.2,South,Credit Card
TXN-4612,,2023-01-29,Sports,271.93,10,0.2,East,PayPal
TXN-4613,306,2023-10-21,HOME ,258.77,3,0.1,South,PayPal
TXN-4614,507,2023-08-07, Electronics ,399.85,10,0.2,East,
TXN-4615,708,2023-04-28,clothing,206.65,-1,0.2,west ,Cash
TXN-4616,612,2023-11-14,Clothing,235.55,-1,0.2,North,Credit Card
TXN-4617,,2023-09-12,electronics,490.8,3,0.1,North,PayPal
TXN-4618,458,2023-10-20,clothing,32.65,10,0.1,west ,Cash
TXN-4619,229,2023-04-27,Clothing,83.2,4,,North,Cash
TXN-4620,689,2023-09-02,electronics,176.83,1,0.0,East,Cash
TXN-4621,430,2023-02-09,Sports,422.74,10,,North,Cash
TXN-4622,715,2023-01-10,Sports,173.78,3,0.2,North,Cash
TXN-4623,,2023-10-15,Sports,415.1,4,,South,
TXN-4624,,2023-11-04, Electronics ,263.39,4,0.1,North,PayPal
TXN-4625,,2023-08-19,clothing,382.27,5,,West,
TXN-4626,,2023-06-02,clothing,321.32,1,0.2,East,
TXN-4627,,2023-03-26,electronics,487.5,3,0.2,West,Credit Card
TXN-4628,,2023-12-31,HOME ,119.17,4,0.0,South,Credit Card
TXN-4629,881,2023-05-19,electronics,327.16,5,0.2,South,Cash
TXN-4630,,2023-01-26,Clothing,24.98,-1,0.2,North,Credit Card
TXN-4631,,2023-09-05,clothing,244.16,1,0.2,South,
TXN-4632,491,2023-03-06,HOME ,138.23,1,0.0,South,
TXN-4633,900,2023-01-28,electronics,382.63,5,0.2,North,Credit Card
TXN-4634,,2023-03-17,Sports,128.45,5,0.0,West,PayPal
TXN-4635,939,2023-07-22,HOME ,456.61,2,,East,
TXN-4636,685,2023-01-06,Clothing,42.23,2,0.1,west ,PayPal
TXN-4637,,2023-11-09,electronics,492.68,2,,East,PayPal
TXN-4638,261,2023-11-28,HOME ,312.06,5,,West,
TXN-4639,916,2023-06-30,clothing,432.89,-1,0.1,South,
TXN-4640,887,2023-06-04,Sports,367.01,1,,East,Credit Card
TXN-4641,143,2023-03-15,electronics,285.76,4,0.0,North,
TXN-4642,,2023-07-28, Electronics ,433.69,5,0.2,East,PayPal
TXN-4643,,2023-05-08,Clothing,355.78,2,0.2,North,Cash
TXN-4644,280,2023-03-05,Sports,313.43,4,0.1,North,
TXN-4645,,2023-05-18,electronics,120.07,1,0.2,South,
TXN-4646,701,2023-05-22,HOME ,428.3,5,0.1,East,PayPal
TXN-4647,,2023-10-13,Clothing,118.99,3,0.1,South,Credit Card
TXN-4648,326,2023-01-11,Sports,123.9,2,0.1,South,Credit Card
TXN-4649,285,2023-08-05,HOME ,59.72,1,0.1,East,
TXN-4650,359,2023-11-21,electronics,273.98,1,,South,Credit Card
TXN-4651,347,2023-06-27, Electronics ,168.86,-1,,North,PayPal
TXN-4652,354,2023-06-17, Electronics ,411.24,3,0.0,East,Cash
TXN-4653,,2023-01-28,electronics,478.45,2,0.0,East,PayPal
TXN-4654,,2023-06-24,Sports,159.72,-1,0.1,East,Cash
TXN-4655,976,2023-03-09,HOME ,123.96,10,0.0,West,Credit Card
TXN-4656,700,2023-05-08,Clothing,487.12,2,0.0,East,PayPal
TXN-4657,,2023-11-09,HOME ,466.48,-1,,North,Cash
TXN-4658,,2023-06-10,HOME ,253.13,-1,,West,PayPal
TXN-4659,277,2023-05-23,Sports,130.56,10,,North,
TXN-4660,237,2023-12-10,Clothing,437.58,5,0.2,West,PayPal
TXN-4661,423,2023-01-05, Electronics ,234.52,-1,0.2,North,Cash
TXN-4662,257,2023-06-10,electronics,285.56,3,0.2,West,
TXN-4663,571,2023-06-06,clothing,346.06,5,,North,Credit Card
TXN-4664,863,2023-02-25, Electronics ,48.54,2,,North,Credit Card
TXN-4665,850,2023-11-04,clothing,247.94,4,0.0,west ,PayPal
TXN-4666,,2023-07-20,Clothing,66.14,1,0.0,West,
TXN-4667,,2023-02-15,electronics,410.48,2,,west ,Credit Card
TXN-4668,458,2023-12-05,electronics,197.09,3,0.1,West,
TXN-4669,280,2023-01-07,Sports,475.13,5,,South,Credit Card
TXN-4670,841,2023-12-11,Clothing,472.38,2,,South,PayPal
TXN-4671,569,2023-06-30,Sports,148.53,3,0.1,North,PayPal
TXN-4672,,2023-11-06,Sports,476.63,4,0.2,North,Cash
TXN-4673,,2023-11-08,electronics,110.17,3,0.0,East,
TXN-4674,,2023-10-16, Electronics ,472.47,3,,West,Cash
TXN-4675,,2023-09-09, Electronics ,51.16,2,0.2,West,Credit Card
TXN-4676,,2023-07-25,clothing,498.49,1,0.0,west ,Credit Card
TXN-4677,,2023-04-18,electronics,466.68,-1,0.0,South,Cash
TXN-4678,,2023-08-08,HOME ,381.63,1,0.1,West,
TXN-4679,593,2023-01-10,Clothing,108.03,3,,west ,
TXN-4680,210,2023-08-01, Electronics ,191.88,4,,South,Credit Card
TXN-4681,972,2023-03-15,HOME ,335.75,1,0.2,East,Cash
TXN-4682,428,2023-12-03, Electronics ,498.43,2,0.0,west ,Credit Card
TXN-4683,781,2023-10-18,Sports,206.72,3,0.1,west ,
TXN-4684,,2023-07-13, Electronics ,201.95,-1,0.1,East,PayPal
TXN-4685,638,2023-12-10, Electronics ,23.47,4,0.0,East,PayPal
TXN-4686,420,2023-11-11,HOME ,313.05,1,0.0,West,Cash
TXN-4687,,2023-10-18,electronics,481.27,3,0.2,East,
TXN-4688,,2023-03-20,electronics,313.41,5,0.1,East,Credit Card
TXN-4689,,2023-03-22,clothing,175.04,3,0.2,West,Credit Card
TXN-4690,104,2023-03-07,clothing,28.3,1,0.2,North,Cash
TXN-4691,,2023-08-20, Electronics ,100.38,-1,0.2,west ,Credit Card
TXN-4692,,2023-02-22,electronics,426.91,1,0.0,East,Credit Card
TXN-4693,,2023-08-09, Electronics ,357.72,10,0.0,South,PayPal
TXN-4694,693,2023-09-07,electronics,281.13,10,0.2,West,Credit Card
TXN-4695,,2023-04-10,Sports,50.62,1,,West,Cash
TXN-4696,,2023-06-05,HOME ,86.09,1,0.1,East,PayPal
TXN-4697,,2023-04-08,Clothing,44.54,10,,South,
TXN-4698,,2023-07-07, Electronics ,120.92,-1,0.0,west ,Credit Card
TXN-4699,812,2023-07-14,Clothing,196.52,4,0.0,East,Credit Card
TXN-4700,718,2023-12-09,electronics,210.29,3,0.0,North,Cash
TXN-4701,565,2023-09-14,electronics,418.32,-1,0.0,west ,PayPal
TXN-4702,,2023-07-13,Clothing,341.51,1,0.2,West,
TXN-4703,673,2023-05-29, Electronics ,484.72,1,0.2,North,Cash
TXN-4704,195,2023-02-05,electronics,60.79,10,0.0,East,Credit Card
TXN-4705,450,2023-12-24,Clothing,123.41,2,0.0,West,Credit Card
TXN-4706,,2023-08-19, Electronics ,256.14,3,0.0,west ,Cash
TXN-4707,911,2023-07-17,Sports,59.04,5,,west ,PayPal
TXN-4708,170,2023-04-12, Electronics ,138.71,10,0.2,West,Cash
TXN-4709,,2023-03-06,clothing,234.29,5,,west ,Cash
TXN-4710,909,2023-08-21,Clothing,141.19,1,0.1,West,Cash
TXN-4711,,2023-01-02,electronics,471.86,1,0.0,South,
TXN-4712,,2023-02-15,clothing,409.75,3,0.2,North,Credit Card
TXN-4713,,2023-01-09,clothing,92.24,10,,East,PayPal
TXN-4714,166,2023-06-28,Sports,463.48,3,0.1,North,Credit Card
TXN-4715,183,2023-10-01,electronics,208.96,2,0.2,West,Credit Card
TXN-4716,,2023-04-26,Sports,28.35,2,0.0,North,Cash
TXN-4717,,2023-09-24,Sports,237.3,2,,west ,Cash
TXN-4718,,2023-09-22, Electronics ,238.98,5,0.1,West,Credit Card
