order_id,customer_id,order_date,product_category,product_name,price,quantity,total_amount,payment_method,city,delivery_days,rating,month,month_name
3281,C921,2024-01-10,Groceries,Rice,43865,1,43865,UPI,Bangalore,5.0,5,1,January
3282,C799,2024-02-26,Electronics,Headphones,22688,4,90752,Card,Pune,7.0,4,2,February
3283,C681,2024-01-28,Electronics,Tablet,46441,4,185764,COD,Chennai,3.0,2,1,January
3284,C613,2024-01-24,Furniture,Sofa,59230,2,118460,COD,Chennai,1.0,5,1,January
3285,C680,2024-02-29,Groceries,Sugar,265000,2,106000,COD,Chennai,7.0,2,2,February
3286,C714,2024-02-16,Furniture,Table,5412,4,21648,COD,Chennai,3.0,1,2,February
3287,C955,2024-03-02,Furniture,Bed,12386,4,49544,Card,Chennai,3.0,3,3,March
3288,C719,2024-02-16,Electronics,Tablet,22351,3,67053,Card,Mumbai,2.0,5,2,February
3289,C778,2024-02-14,Clothing,T-shirt,55973,1,55973,Unknown,Pune,1.0,5,2,February
3290,C467,2024-02-28,Electronics,Mobile,3538,2,7076,Card,Delhi,8.0,4,2,February
3291,C232,2024-02-29,Clothing,T-shirt,11480,4,45920,Card,Pune,7.0,4,2,February
3292,C511,2024-02-12,Electronics,Mobile,23377,2,46754,COD,Pune,7.0,2,2,February
3293,C126,2024-01-18,Groceries,Sugar,38391,1,38391,COD,Mumbai,8.0,4,1,January
3294,C973,2024-03-09,Clothing,Jeans,35217,2,70434,Card,Bangalore,2.0,5,3,March
3295,C998,2024-03-02,Furniture,Table,13663,2,27326,UPI,Delhi,9.0,5,3,March
3296,C933,2024-02-11,Electronics,Mobile,7492,2,14984,UPI,Chennai,2.0,2,2,February
3297,C167,2024-02-14,Electronics,Laptop,7131,1,7131,UPI,Delhi,5.0,1,2,February
3298,C904,2024-02-03,Electronics,Headphones,22520,4,90080,COD,Delhi,9.0,2,2,February
3299,C305,2024-02-09,Clothing,Shirt,28309,3,84927,UPI,Bangalore,1.0,4,2,February
3300,C141,2024-03-21,Clothing,Shorts,58410,1,58410,Card,Mumbai,8.0,1,3,March
3301,C583,2024-01-07,Clothing,T-shirt,8756,1,8756,COD,Chennai,5.0,4,1,January
3302,C372,2024-01-20,Furniture,Bed,54533,3,163599,UPI,Delhi,3.0,5,1,January
3303,C406,2024-02-17,Clothing,Jeans,10145,3,30435,Card,Mumbai,8.0,5,2,February
3304,C292,2024-03-13,Electronics,Laptop,12407,3,37221,COD,Delhi,9.0,2,3,March
3305,C133,2024-01-09,Electronics,Mobile,41368,4,165472,COD,Bangalore,8.0,3,1,January
3306,C944,2024-01-01,Groceries,Oil,13012,1,13012,COD,Pune,9.0,4,1,January
3307,C791,2024-01-10,Furniture,Chair,13227,3,39681,UPI,Chennai,9.0,3,1,January
3308,C535,2024-02-17,Electronics,Tablet,36691,2,73382,COD,Bangalore,3.0,1,2,February
3309,C242,2024-03-11,Clothing,Jeans,45841,3,137523,UPI,Mumbai,4.0,3,3,March
3310,C721,2024-03-07,Electronics,Laptop,28216,1,28216,Card,Chennai,6.0,3,3,March
3311,C424,2024-01-10,Furniture,Table,48042,4,192168,UPI,Mumbai,9.0,1,1,January
3312,C454,2024-02-20,Clothing,Jacket,14932,4,59728,UPI,Chennai,6.0,3,2,February
3313,C267,2024-02-23,Clothing,Jeans,56346,2,112692,COD,Delhi,3.0,4,2,February
3314,C923,2024-02-05,Electronics,Laptop,58088,1,58088,COD,Mumbai,6.0,3,2,February
3315,C879,2024-01-11,Furniture,Bed,58202,3,174606,Card,Pune,6.0,4,1,January
3316,C508,2024-01-03,Groceries,Sugar,930,1,930,Card,Bangalore,3.0,4,1,January
3317,C275,2024-03-07,Electronics,Speaker,6499,3,19497,COD,Chennai,8.0,3,3,March
3318,C887,2024-01-11,Clothing,Unknown,38511,2,77022,Card,Delhi,5.0,4,1,January
3319,C112,2024-03-26,Groceries,Sugar,14263,2,28526,COD,Chennai,3.0,4,3,March
3320,C757,2024-01-31,Electronics,Laptop,299980,2,119992,UPI,Pune,5.0,5,1,January
3321,C446,2024-02-29,Groceries,Sugar,32469,1,32469,UPI,Pune,7.0,4,2,February
3322,C641,2024-03-30,Furniture,Sofa,32868,3,98604,COD,Chennai,4.0,3,3,March
3323,C459,2024-03-27,Electronics,Speaker,12002,1,12002,UPI,Mumbai,3.0,2,3,March
3324,C227,2024-03-23,Electronics,Headphones,56982,4,227928,Card,Chennai,5.0,5,3,March
3325,C625,2024-02-19,Clothing,Shorts,24071,2,48142,UPI,Delhi,8.0,5,2,February
3326,C115,2024-02-24,Furniture,Sofa,4686,3,14058,COD,Delhi,5.0,1,2,February
3327,C659,2024-01-17,Groceries,Rice,2379,4,9516,Card,Bangalore,4.0,5,1,January
3328,C851,2024-03-02,Electronics,Tablet,47853,1,47853,UPI,Chennai,9.0,2,3,March
3329,C512,2024-03-18,Electronics,Mobile,51632,4,206528,COD,Mumbai,4.0,4,3,March
3330,C354,2024-01-13,Clothing,Jeans,47871,2,95742,Card,Chennai,2.0,1,1,January
3331,C946,2024-02-26,Groceries,Wheat,44508,4,178032,COD,Chennai,5.0,5,2,February
3332,C166,2024-02-17,Furniture,Bed,49677,2,99354,Card,Bangalore,4.0,1,2,February
3333,C258,2024-01-21,Furniture,Sofa,7915,1,7915,COD,Mumbai,8.0,5,1,January
3334,C483,2024-01-26,Electronics,Laptop,48005,4,192020,COD,Bangalore,2.0,4,1,January
3335,C362,2024-03-08,Groceries,Sugar,32221,1,32221,UPI,Mumbai,5.0,3,3,March
3336,C909,2024-02-21,Groceries,Sugar,56008,1,56008,Card,Mumbai,5.0,5,2,February
3337,C930,2024-03-21,Groceries,Oil,29106,4,116424,COD,Chennai,8.0,3,3,March
3338,C919,2024-01-18,Groceries,Oil,236100,3,141660,COD,Delhi,6.0,2,1,January
3339,C998,2024-03-21,Electronics,Laptop,17612,2,35224,COD,Chennai,6.0,3,3,March
3340,C753,2024-02-07,Electronics,Headphones,6606,2,13212,COD,Delhi,8.0,1,2,February
3341,C384,2024-02-26,Furniture,Bed,36594,3,109782,Card,Bangalore,5.0,5,2,February
3342,C543,2024-03-10,Groceries,Rice,24996,4,99984,UPI,Mumbai,2.0,3,3,March
3343,C542,2024-03-29,Furniture,Chair,23371,4,93484,Unknown,Bangalore,9.0,3,3,March
3344,C270,2024-01-01,Groceries,Rice,37281,4,149124,UPI,Pune,9.0,5,1,January
3345,C150,2024-03-15,Electronics,Tablet,45501,4,182004,UPI,Chennai,8.0,1,3,March
3346,C664,2024-02-27,Electronics,Headphones,38945,4,155780,COD,Bangalore,9.0,4,2,February
3347,C761,2024-01-08,Furniture,Table,25474,4,101896,COD,Mumbai,1.0,2,1,January
3348,C822,2024-01-25,Electronics,Laptop,9314,3,27942,Card,Pune,6.0,5,1,January
3349,C863,2024-02-29,Electronics,Mobile,38751,4,155004,COD,Mumbai,3.0,2,2,February
3350,C664,2024-02-01,Furniture,Chair,19510,2,39020,UPI,Pune,7.0,2,2,February
3351,C944,2024-03-16,Groceries,Wheat,2102,4,8408,Card,Pune,8.0,2,3,March
3352,C209,2024-03-22,Clothing,Shorts,205215,3,123129,COD,Pune,4.0,1,3,March
3353,C748,2024-02-08,Groceries,Wheat,37178,3,111534,COD,Chennai,1.0,2,2,February
3354,C618,2024-03-12,Furniture,Chair,49422,4,197688,Unknown,Delhi,3.0,5,3,March
3355,C312,2024-02-22,Clothing,Shirt,55121,2,110242,UPI,Mumbai,5.0,1,2,February
3356,C313,2024-01-27,Clothing,Jacket,23330,4,93320,UPI,Pune,6.0,1,1,January
3357,C762,2024-02-17,Electronics,Mobile,36555,4,146220,Card,Delhi,3.0,2,2,February
3358,C870,2024-01-28,Furniture,Chair,265970,3,159582,COD,Pune,1.0,2,1,January
3359,C449,2024-01-21,Furniture,Table,28280,2,56560,Card,Delhi,4.0,5,1,January
3360,C559,2024-03-29,Furniture,Table,51230,2,102460,Card,Bangalore,5.0,1,3,March
3361,C746,2024-01-29,Groceries,Sugar,4152,1,4152,Card,Pune,3.0,2,1,January
3362,C457,2024-01-06,Clothing,Jeans,215,2,430,Card,Mumbai,5.0,5,1,January
3363,C994,2024-02-01,Electronics,Unknown,47246,2,94492,Card,Pune,1.0,5,2,February
3364,C415,2024-02-28,Electronics,Headphones,57957,1,57957,Card,Pune,5.0,4,2,February
3365,C375,2024-02-03,Clothing,Shorts,27831,2,55662,UPI,Mumbai,5.0,2,2,February
3366,C526,2024-02-26,Groceries,Sugar,45699,3,137097,UPI,Bangalore,9.0,3,2,February
3367,C441,2024-02-06,Clothing,Shorts,31640,4,126560,UPI,Bangalore,4.0,4,2,February
3368,C915,2024-01-06,Groceries,Oil,24125,2,48250,Card,Bangalore,2.0,4,1,January
3369,C655,2024-02-01,Groceries,Rice,43220,3,129660,UPI,Delhi,2.0,5,2,February
3370,C476,2024-02-05,Groceries,Sugar,28373,4,113492,Card,Pune,8.0,3,2,February
3371,C159,2024-01-10,Furniture,Sofa,59523,1,59523,Card,Mumbai,9.0,5,1,January
3372,C388,2024-01-31,Furniture,Table,37794,1,37794,COD,Delhi,5.0,2,1,January
3373,C647,2024-03-05,Groceries,Wheat,7841,1,7841,Card,Bangalore,4.0,4,3,March
3374,C620,2024-01-30,Groceries,Oil,17441,4,69764,COD,Pune,3.0,5,1,January
3375,C608,2024-01-23,Electronics,Mobile,39115,1,39115,Card,Bangalore,6.0,5,1,January
3376,C545,2024-02-29,Clothing,Jeans,1807,4,7228,Card,Chennai,6.0,3,2,February
3377,C819,2024-01-07,Clothing,T-shirt,42903,1,42903,UPI,Delhi,3.0,1,1,January
3378,C477,2024-02-16,Furniture,Sofa,34329,1,34329,COD,Pune,3.0,4,2,February
3379,C915,2024-02-04,Groceries,Wheat,9681,1,9681,COD,Chennai,6.0,1,2,February
3380,C599,2024-01-16,Clothing,Jacket,1973,3,5919,UPI,Mumbai,5.0,4,1,January
3381,C338,2024-03-09,Clothing,Jeans,35526,4,142104,UPI,Chennai,6.0,4,3,March
3382,C552,2024-02-18,Electronics,Headphones,25794,2,51588,COD,Mumbai,7.0,2,2,February
3383,C217,2024-01-21,Electronics,Mobile,52018,3,156054,COD,Chennai,8.0,5,1,January
3384,C851,2024-01-12,Clothing,Jacket,41753,2,83506,UPI,Pune,1.0,5,1,January
3385,C618,2024-03-18,Groceries,Oil,48181,2,96362,UPI,Chennai,2.0,1,3,March
3386,C968,2024-02-13,Electronics,Tablet,17197,3,51591,UPI,Mumbai,2.0,1,2,February
3387,C695,2024-01-10,Clothing,Shirt,35224,1,35224,Card,Chennai,2.0,1,1,January
3388,C727,2024-01-13,Groceries,Rice,42685,2,85370,COD,Chennai,7.0,3,1,January
3389,C829,2024-03-17,Groceries,Oil,14525,1,14525,COD,Mumbai,2.0,5,3,March
3390,C901,2024-03-27,Electronics,Headphones,1024,1,1024,UPI,Delhi,4.0,5,3,March
3391,C174,2024-02-17,Furniture,Bed,37732,3,113196,COD,Mumbai,1.0,3,2,February
3392,C689,2024-01-09,Electronics,Tablet,21266,1,21266,Card,Chennai,7.0,3,1,January
3393,C263,2024-03-11,Electronics,Headphones,4516,3,13548,COD,Delhi,7.0,4,3,March
3394,C821,2024-02-29,Clothing,Jacket,22387,2,44774,Card,Chennai,5.0,2,2,February
3395,C907,2024-01-19,Furniture,Sofa,16177,4,64708,UPI,Bangalore,1.0,3,1,January
3396,C897,2024-03-06,Clothing,Shirt,39586,2,79172,COD,Pune,5.0,5,3,March
3397,C193,2024-01-05,Electronics,Laptop,6769,4,27076,COD,Mumbai,5.0,5,1,January
3398,C311,2024-01-08,Furniture,Bed,37377,3,112131,UPI,Delhi,1.0,4,1,January
3399,C702,2024-03-30,Clothing,Jeans,2908,2,5816,COD,Mumbai,1.0,2,3,March
3400,C779,2024-03-05,Clothing,Shirt,18081,4,72324,COD,Mumbai,2.0,1,3,March
3401,C869,2024-03-05,Electronics,Headphones,34514,3,103542,COD,Bangalore,6.0,2,3,March
3402,C308,2024-01-30,Clothing,Jacket,47449,3,142347,UPI,Pune,3.0,2,1,January
3403,C233,2024-03-07,Groceries,Rice,1820,4,7280,COD,Mumbai,9.0,3,3,March
3404,C925,2024-02-29,Electronics,Laptop,24724,2,49448,Card,Chennai,8.0,3,2,February
3405,C889,2024-01-24,Clothing,Shirt,54461,4,217844,UPI,Delhi,8.0,5,1,January
3406,C779,2024-01-06,Electronics,Laptop,20753,2,41506,Card,Chennai,2.0,1,1,January
3407,C826,2024-01-30,Furniture,Unknown,29741,1,29741,UPI,Mumbai,5.0,2,1,January
3408,C752,2024-03-16,Groceries,Oil,35391,3,106173,Card,Mumbai,9.0,4,3,March
3409,C992,2024-02-03,Electronics,Mobile,27630,4,110520,UPI,Chennai,7.0,5,2,February
3410,C946,2024-02-19,Groceries,Sugar,56432,1,56432,Card,Pune,4.0,3,2,February
3411,C778,2024-01-08,Furniture,Table,31483,2,62966,COD,Chennai,1.0,5,1,January
3412,C895,2024-01-27,Furniture,Sofa,39455,1,39455,COD,Delhi,1.0,2,1,January
3413,C161,2024-03-02,Groceries,Oil,13336,1,13336,UPI,Bangalore,6.0,2,3,March
3414,C650,2024-01-21,Groceries,Wheat,25408,4,101632,COD,Pune,3.0,1,1,January
3415,C998,2024-02-01,Groceries,Oil,45780,1,45780,COD,Mumbai,3.0,3,2,February
3416,C436,2024-03-08,Clothing,Jeans,15445,4,61780,UPI,Mumbai,8.0,3,3,March
3417,C421,2024-03-19,Furniture,Unknown,16647,1,16647,COD,Chennai,2.0,3,3,March
3418,C557,2024-03-07,Furniture,Sofa,28404,3,85212,UPI,Pune,5.0,3,3,March
3419,C277,2024-02-04,Furniture,Unknown,1940,2,3880,COD,Bangalore,8.0,1,2,February
3420,C783,2024-01-23,Clothing,Jacket,6639,2,13278,UPI,Chennai,6.0,2,1,January
3421,C987,2024-02-04,Clothing,Shorts,27996,3,83988,Card,Bangalore,1.0,5,2,February
3422,C152,2024-02-06,Groceries,Wheat,25550,1,25550,UPI,Mumbai,7.0,1,2,February
3423,C787,2024-01-10,Furniture,Sofa,43283,2,86566,UPI,Chennai,5.0,2,1,January
3424,C863,2024-02-08,Electronics,Laptop,48502,2,97004,UPI,Mumbai,3.0,2,2,February
3425,C135,2024-01-03,Furniture,Sofa,46352,2,92704,Card,Bangalore,9.0,1,1,January
3426,C143,2024-02-02,Groceries,Rice,22933,2,45866,UPI,Mumbai,6.0,5,2,February
3427,C553,2024-03-23,Clothing,Shorts,32410,3,97230,COD,Delhi,6.0,5,3,March
3428,C229,2024-02-16,Electronics,Mobile,32171,4,128684,Card,Pune,7.0,4,2,February
3429,C890,2024-01-13,Groceries,Rice,29405,3,17643,Card,Delhi,1.0,4,1,January
3430,C375,2024-01-13,Furniture,Table,28352,2,56704,COD,Delhi,3.0,2,1,January
3431,C274,2024-01-03,Electronics,Headphones,11417,4,45668,Card,Mumbai,1.0,2,1,January
3432,C646,2024-01-14,Electronics,Speaker,43103,1,43103,Card,Chennai,3.0,5,1,January
3433,C433,2024-03-25,Groceries,Rice,58998,2,117996,Card,Delhi,3.0,3,3,March
3434,C918,2024-01-01,Electronics,Tablet,7819,4,31276,Card,Delhi,8.0,1,1,January
3435,C727,2024-02-21,Clothing,T-shirt,38478,1,38478,UPI,Pune,8.0,3,2,February
3436,C241,2024-03-26,Electronics,Headphones,53346,1,53346,Unknown,Mumbai,1.0,2,3,March
3437,C629,2024-03-26,Groceries,Wheat,33631,1,33631,Card,Mumbai,9.0,1,3,March
3438,C715,2024-02-27,Furniture,Bed,16301,4,65204,Unknown,Bangalore,2.0,5,2,February
3439,C406,2024-02-05,Furniture,Unknown,21709,1,21709,Card,Pune,5.0,4,2,February
3440,C399,2024-01-14,Furniture,Sofa,38880,3,116640,COD,Bangalore,2.0,5,1,January
3441,C808,2024-03-28,Groceries,Rice,57487,2,114974,COD,Pune,8.0,1,3,March
3442,C243,2024-02-29,Electronics,Headphones,34529,2,69058,UPI,Chennai,4.0,4,2,February
3443,C674,2024-03-04,Clothing,Jeans,9490,3,28470,UPI,Mumbai,5.0,3,3,March
3444,C314,2024-02-12,Clothing,Shorts,59097,4,236388,Card,Chennai,5.0,1,2,February
3445,C225,2024-03-12,Groceries,Rice,43462,3,130386,Card,Mumbai,6.0,4,3,March
3446,C834,2024-03-29,Clothing,T-shirt,13715,4,54860,UPI,Bangalore,5.0,2,3,March
3447,C433,2024-03-17,Groceries,Rice,37895,2,75790,Card,Mumbai,9.0,4,3,March
3448,C741,2024-02-13,Electronics,Laptop,46444,2,92888,UPI,Pune,3.0,4,2,February
3449,C557,2024-03-02,Electronics,Laptop,43053,4,172212,COD,Delhi,5.0,1,3,March
3450,C860,2024-02-22,Clothing,Jacket,3543,1,3543,COD,Mumbai,9.0,3,2,February
3451,C751,2024-02-10,Furniture,Table,1086,1,1086,COD,Delhi,2.0,3,2,February
3452,C794,2024-01-06,Groceries,Sugar,11730,4,46920,Card,Pune,5.0,4,1,January
3453,C683,2024-02-03,Furniture,Sofa,54382,3,163146,UPI,Pune,9.0,5,2,February
3454,C246,2024-03-11,Groceries,Rice,23746,4,94984,COD,Chennai,2.0,4,3,March
3455,C990,2024-03-21,Furniture,Bed,1980,4,7920,Card,Bangalore,5.0,4,3,March
3456,C208,2024-02-19,Electronics,Speaker,25168,2,50336,COD,Bangalore,4.0,1,2,February
3457,C126,2024-03-12,Clothing,T-shirt,15979,1,15979,Card,Bangalore,1.0,1,3,March
3458,C439,2024-02-14,Groceries,Rice,27840,1,27840,Unknown,Mumbai,2.0,5,2,February
3459,C265,2024-02-29,Groceries,Wheat,34533,4,138132,Card,Pune,1.0,4,2,February
3460,C162,2024-02-05,Groceries,Rice,24512,1,24512,COD,Chennai,1.0,1,2,February
3461,C743,2024-03-18,Groceries,Oil,51621,4,206484,Card,Mumbai,9.0,4,3,March
3462,C746,2024-01-13,Clothing,Jacket,28640,2,57280,UPI,Pune,4.0,2,1,January
3463,C603,2024-01-14,Clothing,Jeans,22258,1,22258,COD,Pune,2.0,3,1,January
3464,C264,2024-03-27,Clothing,T-shirt,839,2,1678,COD,Mumbai,7.0,4,3,March
3465,C189,2024-01-04,Furniture,Sofa,3936,3,11808,COD,Mumbai,4.0,5,1,January
3466,C993,2024-01-16,Electronics,Mobile,28689,1,28689,UPI,Bangalore,3.0,5,1,January
3467,C541,2024-02-13,Clothing,Shirt,44666,2,89332,Card,Bangalore,9.0,1,2,February
3468,C155,2024-03-19,Groceries,Wheat,44983,2,89966,UPI,Chennai,7.0,4,3,March
3469,C377,2024-01-13,Groceries,Oil,41676,2,83352,COD,Chennai,1.0,1,1,January
3470,C131,2024-03-20,Groceries,Oil,39197,4,156788,Card,Mumbai,3.0,2,3,March
3471,C717,2024-03-03,Groceries,Sugar,16757,4,67028,Card,Chennai,1.0,5,3,March
3472,C739,2024-02-24,Groceries,Sugar,44312,1,44312,UPI,Pune,3.0,1,2,February
3473,C170,2024-03-13,Clothing,Shirt,19641,4,78564,COD,Pune,6.0,2,3,March
3474,C170,2024-02-15,Electronics,Laptop,44988,4,179952,COD,Delhi,6.0,5,2,February
3475,C555,2024-03-10,Furniture,Table,118185,2,47274,Card,Mumbai,5.0,5,3,March
3476,C873,2024-03-30,Electronics,Laptop,34496,1,34496,UPI,Bangalore,7.0,1,3,March
3477,C648,2024-01-08,Furniture,Chair,46316,2,92632,Card,Delhi,7.0,5,1,January
3478,C206,2024-02-27,Furniture,Unknown,37460,4,149840,COD,Pune,2.0,1,2,February
3479,C387,2024-03-26,Furniture,Table,52506,2,105012,UPI,Chennai,2.0,4,3,March
3480,C380,2024-02-27,Groceries,Wheat,5780,3,17340,Unknown,Delhi,1.0,2,2,February
3481,C203,2024-02-03,Electronics,Headphones,20837,1,20837,UPI,Pune,6.0,5,2,February
3482,C691,2024-01-13,Furniture,Sofa,16367,3,49101,COD,Mumbai,4.0,5,1,January
3483,C885,2024-01-27,Electronics,Laptop,64415,2,25766,Card,Pune,2.0,4,1,January
3484,C832,2024-01-09,Furniture,Sofa,27607,1,27607,UPI,Pune,9.0,5,1,January
3485,C108,2024-02-16,Groceries,Sugar,39620,4,158480,UPI,Chennai,3.0,4,2,February
3486,C284,2024-02-01,Electronics,Unknown,18876,2,37752,UPI,Mumbai,6.0,3,2,February
3487,C409,2024-01-16,Groceries,Rice,43969,1,43969,Unknown,Delhi,4.0,1,1,January
3488,C769,2024-02-27,Furniture,Chair,56173,4,224692,Card,Pune,2.0,4,2,February
3489,C114,2024-02-17,Groceries,Sugar,30168,4,120672,UPI,Mumbai,5.0,1,2,February
3490,C352,2024-02-26,Furniture,Sofa,26479,1,26479,UPI,Bangalore,3.0,4,2,February
3491,C100,2024-02-10,Groceries,Oil,51753,3,155259,COD,Chennai,4.0,4,2,February
3492,C970,2024-03-22,Furniture,Table,54632,1,54632,COD,Mumbai,7.0,4,3,March
3493,C562,2024-03-30,Electronics,Mobile,55238,3,165714,COD,Mumbai,9.0,5,3,March
3494,C339,2024-02-14,Electronics,Speaker,8471,3,25413,COD,Mumbai,1.0,4,2,February
3495,C379,2024-01-13,Clothing,Jacket,18468,4,73872,COD,Pune,8.0,4,1,January
3496,C152,2024-03-08,Furniture,Chair,29206,4,116824,Card,Mumbai,6.0,2,3,March
3497,C485,2024-01-26,Electronics,Tablet,32739,2,65478,COD,Pune,3.0,2,1,January
3498,C703,2024-03-24,Clothing,Shorts,46107,2,92214,COD,Delhi,7.0,5,3,March
3499,C822,2024-03-22,Groceries,Sugar,59888,4,239552,UPI,Mumbai,1.0,3,3,March
3500,C165,2024-01-24,Groceries,Sugar,57165,2,114330,Card,Delhi,6.0,4,1,January
3501,C592,2024-03-06,Groceries,Sugar,49251,1,49251,Card,Bangalore,5.0,2,3,March
3502,C158,2024-01-02,Groceries,Unknown,35090,2,70180,UPI,Mumbai,7.0,1,1,January
3503,C453,2024-02-04,Clothing,Jeans,3948,3,11844,Unknown,Chennai,2.0,5,2,February
3504,C994,2024-03-27,Clothing,T-shirt,35997,3,107991,COD,Chennai,3.0,4,3,March
3505,C522,2024-02-23,Furniture,Table,48095,4,192380,COD,Delhi,7.0,1,2,February
3506,C787,2024-02-04,Electronics,Headphones,37210,2,74420,UPI,Mumbai,7.0,1,2,February
3507,C756,2024-02-11,Groceries,Wheat,2666,2,5332,COD,Pune,6.0,4,2,February
3508,C113,2024-01-24,Electronics,Laptop,7128,1,7128,COD,Mumbai,5.0,2,1,January
3509,C288,2024-02-08,Furniture,Chair,44032,1,44032,Card,Delhi,7.0,4,2,February
3510,C113,2024-01-27,Clothing,Shirt,45113,1,45113,Card,Bangalore,3.0,1,1,January
3511,C182,2024-02-13,Clothing,Shorts,17197,1,17197,UPI,Chennai,5.0,1,2,February
3512,C231,2024-03-21,Groceries,Wheat,48914,2,97828,UPI,Pune,5.0,3,3,March
3513,C494,2024-02-25,Clothing,Shorts,21970,3,65910,Card,Chennai,6.0,5,2,February
3514,C705,2024-01-10,Clothing,Jacket,32988,2,65976,UPI,Mumbai,8.0,4,1,January
3515,C389,2024-01-16,Electronics,Mobile,59919,3,179757,Card,Bangalore,9.0,5,1,January
3516,C318,2024-01-22,Electronics,Tablet,18206,4,72824,UPI,Mumbai,9.0,5,1,January
3517,C931,2024-01-02,Groceries,Oil,35768,3,107304,Card,Delhi,1.0,2,1,January
3518,C680,2024-03-24,Furniture,Bed,45850,3,137550,COD,Chennai,8.0,5,3,March
3519,C420,2024-03-07,Groceries,Unknown,4376,4,17504,Unknown,Bangalore,8.0,3,3,March
3520,C299,2024-02-04,Furniture,Bed,53122,2,106244,COD,Pune,7.0,4,2,February
3521,C732,2024-03-20,Electronics,Headphones,506,4,2024,Card,Delhi,4.0,3,3,March
3522,C840,2024-01-20,Furniture,Bed,19276,3,57828,UPI,Bangalore,8.0,4,1,January
3523,C720,2024-02-23,Groceries,Sugar,11753,2,23506,UPI,Bangalore,2.0,3,2,February
3524,C956,2024-01-18,Furniture,Sofa,24664,1,24664,Card,Delhi,7.0,5,1,January
3525,C818,2024-02-14,Clothing,Shorts,49423,3,148269,UPI,Delhi,6.0,4,2,February
3526,C677,2024-02-16,Electronics,Mobile,14804,4,59216,COD,Delhi,7.0,3,2,February
3527,C989,2024-02-23,Groceries,Wheat,11892,1,11892,UPI,Bangalore,6.0,4,2,February
3528,C538,2024-02-03,Clothing,Shirt,18461,3,55383,UPI,Chennai,7.0,3,2,February
3529,C357,2024-03-20,Electronics,Mobile,36982,1,36982,UPI,Bangalore,9.0,4,3,March
3530,C370,2024-01-14,Furniture,Table,17558,4,70232,COD,Pune,6.0,1,1,January
3531,C982,2024-03-02,Clothing,Jacket,4569,4,18276,COD,Pune,1.0,4,3,March
3532,C975,2024-03-13,Clothing,Jeans,33255,4,133020,COD,Chennai,4.0,1,3,March
3533,C546,2024-01-17,Electronics,Tablet,5510,2,11020,UPI,Bangalore,1.0,1,1,January
3534,C821,2024-01-23,Electronics,Headphones,55979,1,55979,UPI,Chennai,2.0,5,1,January
3535,C801,2024-02-23,Groceries,Sugar,21086,1,21086,UPI,Bangalore,4.0,4,2,February
3536,C774,2024-03-07,Electronics,Mobile,222,1,222,Card,Pune,2.0,1,3,March
3537,C758,2024-03-27,Groceries,Rice,49909,1,49909,COD,Delhi,9.0,2,3,March
3538,C117,2024-03-10,Clothing,Jeans,9198,1,9198,UPI,Chennai,5.0,4,3,March
3539,C964,2024-03-20,Groceries,Sugar,13538,2,27076,UPI,Delhi,7.0,3,3,March
3540,C624,2024-02-25,Electronics,Headphones,3654,3,10962,UPI,Bangalore,2.0,1,2,February
3541,C682,2024-03-22,Furniture,Chair,40163,4,160652,UPI,Chennai,8.0,1,3,March
3542,C140,2024-01-04,Clothing,Shorts,13886,4,55544,UPI,Pune,9.0,4,1,January
3543,C955,2024-01-07,Clothing,T-shirt,39551,3,118653,UPI,Chennai,6.0,5,1,January
3544,C960,2024-01-20,Furniture,Table,38259,1,38259,UPI,Chennai,2.0,3,1,January
3545,C407,2024-03-08,Furniture,Sofa,42303,1,42303,Card,Chennai,5.0,2,3,March
3546,C152,2024-02-07,Electronics,Speaker,10734,3,32202,COD,Pune,4.0,4,2,February
3547,C863,2024-01-16,Electronics,Mobile,8860,4,35440,UPI,Pune,3.0,1,1,January
3548,C710,2024-02-21,Clothing,Shorts,10640,1,10640,Card,Pune,7.0,2,2,February
3549,C659,2024-01-22,Furniture,Chair,26451,3,79353,UPI,Chennai,8.0,1,1,January
3550,C484,2024-03-06,Electronics,Headphones,21755,3,65265,Card,Delhi,8.0,1,3,March
3551,C556,2024-03-17,Clothing,Shirt,56263,3,168789,COD,Chennai,5.0,3,3,March
3552,C477,2024-03-15,Groceries,Oil,34518,2,69036,Card,Chennai,8.0,2,3,March
3553,C138,2024-03-14,Clothing,Jeans,45882,4,183528,COD,Mumbai,5.0,4,3,March
3554,C146,2024-02-05,Furniture,Bed,8170,3,24510,Card,Bangalore,9.0,1,2,February
3555,C467,2024-03-05,Groceries,Wheat,18132,2,36264,COD,Mumbai,4.0,2,3,March
3556,C915,2024-03-25,Furniture,Sofa,5839,4,23356,COD,Pune,4.0,5,3,March
3557,C254,2024-01-19,Clothing,Jacket,54972,1,54972,COD,Chennai,7.0,3,1,January
3558,C910,2024-02-20,Furniture,Bed,4089,3,12267,Unknown,Bangalore,5.0,4,2,February
3559,C238,2024-03-20,Electronics,Laptop,56688,4,226752,UPI,Pune,7.0,5,3,March
3560,C660,2024-02-07,Furniture,Chair,133900,4,107120,UPI,Mumbai,8.0,2,2,February
3561,C161,2024-03-27,Groceries,Wheat,14757,1,14757,Card,Mumbai,6.0,5,3,March
3562,C260,2024-01-29,Clothing,Jacket,35756,4,143024,UPI,Mumbai,2.0,2,1,January
